,Nycticebus_coucang,Otolemur_garnettii,Daubentonia_madagascariensis,Propithecus_coquereli,Indri_indri,Cheirogaleus_medius,Microcebus_murinus,Mirza_coquereli,Lemur_catta,Eulemur_fulvus,Eulemur_flavifrons,Pithecia_pithecia,Callicebus_donacophilus,Saguinus_imperator,Callithrix_jacchus,Aotus_nancymaae,Saimiri_boliviensis,Cebus_albifrons,Cebus_capucinus,Alouatta_palliata,Ateles_geoffroyi,Mandrillus_leucophaeus,Cercocebus_atys,Papio_anubis,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Erythrocebus_patas,Chlorocebus_sabaeus,Cercopithecus_neglectus,Rhinopithecus_roxellana,Rhinopithecus_bieti,Pygathrix_nemaeus,Nasalis_larvatus,Semnopithecus_entellus,Piliocolobus_tephrosceles,Colobus_angolensis,Nomascus_leucogenys,Gorilla_gorilla,Pan_troglodytes,Pan_paniscus,Homo_sapiens,Pongo_abelii,Carlito_syrichta,Galeopterus_variegatus,Tupaia_tana,Tupaia_chinensis,Oryctolagus_cuniculus,Lepus_americanus,Ochotona_princeps,Ctenodactylus_gundi,Petromus_typicus,Thryonomys_swinderianus,Heterocephalus_glaber,Fukomys_damarensis,Dolichotis_patagonum,Hydrochoerus_hydrochaeris,Cavia_tschudii,Cavia_porcellus,Cavia_aperea,Dasyprocta_punctata,Cuniculus_paca,Octodon_degus,Ctenomys_sociabilis,Myocastor_coypus,Capromys_pilorides,Chinchilla_lanigera,Dinomys_branickii,Hystrix_cristata,Rattus_norvegicus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Acomys_cahirinus,Meriones_unguiculatus,Psammomys_obesus,Mesocricetus_auratus,Cricetulus_griseus,Microtus_ochrogaster,Ondatra_zibethicus,Ellobius_talpinus,Ellobius_lutescens,Sigmodon_hispidus,Peromyscus_maniculatus,Onychomys_torridus,Cricetomys_gambianus,Nannospalax_galili,Jaculus_jaculus,Allactaga_bullata,Zapus_hudsonius,Perognathus_longimembris,Dipodomys_stephensi,Dipodomys_ordii,Castor_canadensis,Xerus_inauris,Spermophilus_dauricus,Ictidomys_tridecemlineatus,Marmota_marmota,Aplodontia_rufa,Muscardinus_avellanarius,Glis_glis,Graphiurus_murinus,Solenodon_paradoxus,Erinaceus_europaeus,Crocidura_indochinensis,Sorex_araneus,Uropsilus_gracilis,Condylura_cristata,Scalopus_aquaticus,Megaderma_lyra,Craseonycteris_thonglongyai,Hipposideros_armiger,Hipposideros_galeritus,Rhinolophus_sinicus,Macroglossus_sobrinus,Eidolon_helvum,Pteropus_vampyrus,Pteropus_alecto,Rousettus_aegyptiacus,Noctilio_leporinus,Pteronotus_parnellii,Mormoops_blainvillei,Carollia_perspicillata,Artibeus_jamaicensis,Anoura_caudifer,Tonatia_saurophila,Micronycteris_hirsuta,Desmodus_rotundus,Pipistrellus_pipistrellus,Eptesicus_fuscus,Lasiurus_borealis,Murina_feae,Myotis_myotis,Myotis_brandtii,Myotis_lucifugus,Myotis_davidii,Miniopterus_natalensis,Miniopterus_schreibersii,Tadarida_brasiliensis,Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Hippopotamus_amphibius,Eubalaena_japonica,Balaenoptera_bonaerensis,Balaenoptera_acutorostrata,Eschrichtius_robustus,Kogia_breviceps,Platanista_gangetica,Mesoplodon_bidens,Ziphius_cavirostris,Inia_geoffrensis,Lipotes_vexillifer,Neophocaena_asiaeorientalis,Phocoena_phocoena,Delphinapterus_leucas,Monodon_monoceros,Tursiops_truncatus,Orcinus_orca,Tragulus_javanicus,Moschus_moschiferus,Bubalus_bubalis,Bos_taurus,Bos_indicus,Bos_mutus,Bison_bison,Beatragus_hunteri,Ammotragus_lervia,Hemitragus_hylocrius,Capra_hircus,Capra_aegagrus,Ovis_aries,Ovis_canadensis,Pantholops_hodgsonii,Saiga_tatarica,Okapia_johnstoni,Giraffa_tippelskirchi,Antilocapra_americana,Odocoileus_virginianus,Rangifer_tarandus,Elaphurus_davidianus,Catagonus_wagneri,Sus_scrofa,Cryptoprocta_ferox,Mungos_mungo,Suricata_suricatta,Helogale_parvula,Hyaena_hyaena,Paradoxurus_hermaphroditus,Panthera_tigris,Panthera_pardus,Panthera_onca,Felis_catus,Felis_nigripes,Puma_concolor,Acinonyx_jubatus,Lycaon_pictus,Canis_lupus,Canis_lupus_familiaris,Vulpes_lagopus,Pteronura_brasiliensis,Enhydra_lutris,Mustela_putorius,Mellivora_capensis,Ailurus_fulgens,Spilogale_gracilis,Zalophus_californianus,Odobenus_rosmarus,Leptonychotes_weddellii,Mirounga_angustirostris,Neomonachus_schauinslandi,Ailuropoda_melanoleuca,Ursus_maritimus,Manis_javanica,Manis_pentadactyla,Equus_caballus,Equus_przewalskii,Equus_asinus,Tapirus_indicus,Tapirus_terrestris,Dicerorhinus_sumatrensis,Diceros_bicornis,Ceratotherium_simum,Ceratotherium_simum_cottoni,Dasypus_novemcinctus,Tolypeutes_matacus,Chaetophractus_vellerosus,Tamandua_tetradactyla,Myrmecophaga_tridactyla,Choloepus_didactylus,Choloepus_hoffmanni,Trichechus_manatus,Procavia_capensis,Heterohyrax_brucei,Loxodonta_africana,Microgale_talazaci,Echinops_telfairi,Chrysochloris_asiatica,Elephantulus_edwardii,Orycteropus_afer
Piliocolobus_tephrosceles,0.23213,0.21932,0.25432,0.27500,0.27580,0.24571,0.28533,0.28452,0.23571,0.27392,0.27321,0.12327,0.12424,0.13860,0.12861,0.14269,0.13278,0.14286,0.14280,0.13486,0.13187,0.03280,0.03310,0.03378,0.04232,0.04163,0.03034,0.03401,0.03419,0.03560,0.03357,0.03380,0.03387,0.02464,0.02387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colobus_angolensis,0.23114,0.21833,0.25333,0.27401,0.27481,0.24472,0.28434,0.28353,0.23472,0.27293,0.27222,0.12228,0.12325,0.13761,0.12762,0.14170,0.13179,0.14187,0.14181,0.13387,0.13088,0.03181,0.03211,0.03279,0.04133,0.04064,0.02935,0.03302,0.03320,0.03461,0.03258,0.03281,0.03288,0.02365,0.02288,0.02075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus_leucogenys,0.21723,0.20442,0.23942,0.26010,0.26090,0.23081,0.27043,0.26962,0.22081,0.25902,0.25831,0.10837,0.10934,0.12370,0.11371,0.12779,0.11788,0.12796,0.12790,0.11996,0.11697,0.06004,0.06034,0.06102,0.06956,0.06887,0.05758,0.06125,0.06143,0.06284,0.07369,0.07392,0.07399,0.06476,0.06399,0.06500,0.06401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorilla_gorilla,0.21908,0.20627,0.24127,0.26195,0.26275,0.23266,0.27228,0.27147,0.22266,0.26087,0.26016,0.11022,0.11119,0.12555,0.11556,0.12964,0.11973,0.12981,0.12975,0.12181,0.11882,0.06189,0.06219,0.06287,0.07141,0.07072,0.05943,0.06310,0.06328,0.06469,0.07554,0.07577,0.07584,0.06661,0.06584,0.06685,0.06586,0.04253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan_troglodytes,0.21648,0.20367,0.23867,0.25935,0.26015,0.23006,0.26968,0.26887,0.22006,0.25827,0.25756,0.10762,0.10859,0.12295,0.11296,0.12704,0.11713,0.12721,0.12715,0.11921,0.11622,0.05929,0.05959,0.06027,0.06881,0.06812,0.05683,0.06050,0.06068,0.06209,0.07294,0.07317,0.07324,0.06401,0.06324,0.06425,0.06326,0.03993,0.01726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan_paniscus,0.21645,0.20364,0.23864,0.25932,0.26012,0.23003,0.26965,0.26884,0.22003,0.25824,0.25753,0.10759,0.10856,0.12292,0.11293,0.12701,0.11710,0.12718,0.12712,0.11918,0.11619,0.05926,0.05956,0.06024,0.06878,0.06809,0.05680,0.06047,0.06065,0.06206,0.07291,0.07314,0.07321,0.06398,0.06321,0.06422,0.06323,0.03990,0.01723,0.00541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homo_sapiens,0.21605,0.20324,0.23824,0.25892,0.25972,0.22963,0.26925,0.26844,0.21963,0.25784,0.25713,0.10719,0.10816,0.12252,0.11253,0.12661,0.11670,0.12678,0.12672,0.11878,0.11579,0.05886,0.05916,0.05984,0.06838,0.06769,0.05640,0.06007,0.06025,0.06166,0.07251,0.07274,0.07281,0.06358,0.06281,0.06382,0.06283,0.03950,0.01683,0.01331,0.01328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pongo_abelii,0.22270,0.20989,0.24489,0.26557,0.26637,0.23628,0.27590,0.27509,0.22628,0.26449,0.26378,0.11384,0.11481,0.12917,0.11918,0.13326,0.12335,0.13343,0.13337,0.12543,0.12244,0.06551,0.06581,0.06649,0.07503,0.07434,0.06305,0.06672,0.06690,0.06831,0.07916,0.07939,0.07946,0.07023,0.06946,0.07047,0.06948,0.04615,0.03366,0.03106,0.03103,0.03063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlito_syrichta,0.29974,0.28693,0.32193,0.34261,0.34341,0.31332,0.35294,0.35213,0.30332,0.34153,0.34082,0.29088,0.29185,0.30621,0.29622,0.31030,0.30039,0.31047,0.31041,0.30247,0.29948,0.26931,0.26961,0.27029,0.27883,0.27814,0.26685,0.27052,0.27070,0.27211,0.28296,0.28319,0.28326,0.27403,0.27326,0.27427,0.27328,0.25937,0.26122,0.25862,0.25859,0.25819,0.26484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeopterus_variegatus,0.36262,0.34981,0.38481,0.40549,0.40629,0.37620,0.41582,0.41501,0.36620,0.40441,0.40370,0.35376,0.35473,0.36909,0.35910,0.37318,0.36327,0.37335,0.37329,0.36535,0.36236,0.33219,0.33249,0.33317,0.34171,0.34102,0.32973,0.33340,0.33358,0.33499,0.34584,0.34607,0.34614,0.33691,0.33614,0.33715,0.33616,0.32225,0.32410,0.32150,0.32147,0.32107,0.32772,0.30288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tupaia_tana,0.42699,0.41418,0.44918,0.46986,0.47066,0.44057,0.48019,0.47938,0.43057,0.46878,0.46807,0.41813,0.41910,0.43346,0.42347,0.43755,0.42764,0.43772,0.43766,0.42972,0.42673,0.39656,0.39686,0.39754,0.40608,0.40539,0.39410,0.39777,0.39795,0.39936,0.41021,0.41044,0.41051,0.40128,0.40051,0.40152,0.40053,0.38662,0.38847,0.38587,0.38584,0.38544,0.39209,0.36725,0.31967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tupaia_chinensis,0.41589,0.40308,0.43808,0.45876,0.45956,0.42947,0.46909,0.46828,0.41947,0.45768,0.45697,0.40703,0.40800,0.42236,0.41237,0.42645,0.41654,0.42662,0.42656,0.41862,0.41563,0.38546,0.38576,0.38644,0.39498,0.39429,0.38300,0.38667,0.38685,0.38826,0.39911,0.39934,0.39941,0.39018,0.38941,0.39042,0.38943,0.37552,0.37737,0.37477,0.37474,0.37434,0.38099,0.35615,0.30857,0.04410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryctolagus_cuniculus,0.55557,0.54276,0.57776,0.59844,0.59924,0.56915,0.60877,0.60796,0.55915,0.59736,0.59665,0.54671,0.54768,0.56204,0.55205,0.56613,0.55622,0.56630,0.56624,0.55830,0.55531,0.52514,0.52544,0.52612,0.53466,0.53397,0.52268,0.52635,0.52653,0.52794,0.53879,0.53902,0.53909,0.52986,0.52909,0.53010,0.52911,0.51520,0.51705,0.51445,0.51442,0.51402,0.52067,0.49583,0.44825,0.49262,0.48152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepus_americanus,0.56992,0.55711,0.59211,0.61279,0.61359,0.58350,0.62312,0.62231,0.57350,0.61171,0.61100,0.56106,0.56203,0.57639,0.56640,0.58048,0.57057,0.58065,0.58059,0.57265,0.56966,0.53949,0.53979,0.54047,0.54901,0.54832,0.53703,0.54070,0.54088,0.54229,0.55314,0.55337,0.55344,0.54421,0.54344,0.54445,0.54346,0.52955,0.53140,0.52880,0.52877,0.52837,0.53502,0.51018,0.46260,0.50697,0.49587,0.05721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochotona_princeps,0.59530,0.58249,0.61749,0.63817,0.63897,0.60888,0.64850,0.64769,0.59888,0.63709,0.63638,0.58644,0.58741,0.60177,0.59178,0.60586,0.59595,0.60603,0.60597,0.59803,0.59504,0.56487,0.56517,0.56585,0.57439,0.57370,0.56241,0.56608,0.56626,0.56767,0.57852,0.57875,0.57882,0.56959,0.56882,0.56983,0.56884,0.55493,0.55678,0.55418,0.55415,0.55375,0.56040,0.53556,0.48798,0.53235,0.52125,0.48093,0.49528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ctenodactylus_gundi,0.45099,0.43818,0.47318,0.49386,0.49466,0.46457,0.50419,0.50338,0.45457,0.49278,0.49207,0.44213,0.44310,0.45746,0.44747,0.46155,0.45164,0.46172,0.46166,0.45372,0.45073,0.42056,0.42086,0.42154,0.43008,0.42939,0.41810,0.42177,0.42195,0.42336,0.43421,0.43444,0.43451,0.42528,0.42451,0.42552,0.42453,0.41062,0.41247,0.40987,0.40984,0.40944,0.41609,0.39125,0.34367,0.38804,0.37694,0.35662,0.37097,0.39635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petromus_typicus,0.69008,0.67727,0.71227,0.73295,0.73375,0.70366,0.74328,0.74247,0.69366,0.73187,0.73116,0.68122,0.68219,0.69655,0.68656,0.70064,0.69073,0.70081,0.70075,0.69281,0.68982,0.65965,0.65995,0.66063,0.66917,0.66848,0.65719,0.66086,0.66104,0.66245,0.67330,0.67353,0.67360,0.66437,0.66360,0.66461,0.66362,0.64971,0.65156,0.64896,0.64893,0.64853,0.65518,0.63034,0.58276,0.62713,0.61603,0.59571,0.61006,0.63544,0.45113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thryonomys_swinderianus,0.68812,0.67531,0.71031,0.73099,0.73179,0.70170,0.74132,0.74051,0.69170,0.72991,0.72920,0.67926,0.68023,0.69459,0.68460,0.69868,0.68877,0.69885,0.69879,0.69085,0.68786,0.65769,0.65799,0.65867,0.66721,0.66652,0.65523,0.65890,0.65908,0.66049,0.67134,0.67157,0.67164,0.66241,0.66164,0.66265,0.66166,0.64775,0.64960,0.64700,0.64697,0.64657,0.65322,0.62838,0.58080,0.62517,0.61407,0.59375,0.60810,0.63348,0.44917,0.07660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heterocephalus_glaber,0.66405,0.65124,0.68624,0.70692,0.70772,0.67763,0.71725,0.71644,0.66763,0.70584,0.70513,0.65519,0.65616,0.67052,0.66053,0.67461,0.66470,0.67478,0.67472,0.66678,0.66379,0.63362,0.63392,0.63460,0.64314,0.64245,0.63116,0.63483,0.63501,0.63642,0.64727,0.64750,0.64757,0.63834,0.63757,0.63858,0.63759,0.62368,0.62553,0.62293,0.62290,0.62250,0.62915,0.60431,0.55673,0.60110,0.59000,0.56968,0.58403,0.60941,0.42510,0.06603,0.06407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fukomys_damarensis,0.68598,0.67317,0.70817,0.72885,0.72965,0.69956,0.73918,0.73837,0.68956,0.72777,0.72706,0.67712,0.67809,0.69245,0.68246,0.69654,0.68663,0.69671,0.69665,0.68871,0.68572,0.65555,0.65585,0.65653,0.66507,0.66438,0.65309,0.65676,0.65694,0.65835,0.66920,0.66943,0.66950,0.66027,0.65950,0.66051,0.65952,0.64561,0.64746,0.64486,0.64483,0.64443,0.65108,0.62624,0.57866,0.62303,0.61193,0.59161,0.60596,0.63134,0.44703,0.08796,0.08600,0.04193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolichotis_patagonum,0.71234,0.69953,0.73453,0.75521,0.75601,0.72592,0.76554,0.76473,0.71592,0.75413,0.75342,0.70348,0.70445,0.71881,0.70882,0.72290,0.71299,0.72307,0.72301,0.71507,0.71208,0.68191,0.68221,0.68289,0.69143,0.69074,0.67945,0.68312,0.68330,0.68471,0.69556,0.69579,0.69586,0.68663,0.68586,0.68687,0.68588,0.67197,0.67382,0.67122,0.67119,0.67079,0.67744,0.65260,0.60502,0.64939,0.63829,0.61797,0.63232,0.65770,0.47339,0.43546,0.43350,0.40943,0.43136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochoerus_hydrochaeris,0.71199,0.69918,0.73418,0.75486,0.75566,0.72557,0.76519,0.76438,0.71557,0.75378,0.75307,0.70313,0.70410,0.71846,0.70847,0.72255,0.71264,0.72272,0.72266,0.71472,0.71173,0.68156,0.68186,0.68254,0.69108,0.69039,0.67910,0.68277,0.68295,0.68436,0.69521,0.69544,0.69551,0.68628,0.68551,0.68652,0.68553,0.67162,0.67347,0.67087,0.67084,0.67044,0.67709,0.65225,0.60467,0.64904,0.63794,0.61762,0.63197,0.65735,0.47304,0.43511,0.43315,0.40908,0.43101,0.04907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavia_tschudii,0.69842,0.68561,0.72061,0.74129,0.74209,0.71200,0.75162,0.75081,0.70200,0.74021,0.73950,0.68956,0.69053,0.70489,0.69490,0.70898,0.69907,0.70915,0.70909,0.70115,0.69816,0.66799,0.66829,0.66897,0.67751,0.67682,0.66553,0.66920,0.66938,0.67079,0.68164,0.68187,0.68194,0.67271,0.67194,0.67295,0.67196,0.65805,0.65990,0.65730,0.65727,0.65687,0.66352,0.63868,0.59110,0.63547,0.62437,0.60405,0.61840,0.64378,0.45947,0.42154,0.41958,0.39551,0.41744,0.03770,0.03735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavia_porcellus,0.69810,0.68529,0.72029,0.74097,0.74177,0.71168,0.75130,0.75049,0.70168,0.73989,0.73918,0.68924,0.69021,0.70457,0.69458,0.70866,0.69875,0.70883,0.70877,0.70083,0.69784,0.66767,0.66797,0.66865,0.67719,0.67650,0.66521,0.66888,0.66906,0.67047,0.68132,0.68155,0.68162,0.67239,0.67162,0.67263,0.67164,0.65773,0.65958,0.65698,0.65695,0.65655,0.66320,0.63836,0.59078,0.63515,0.62405,0.60373,0.61808,0.64346,0.45915,0.42122,0.41926,0.39519,0.41712,0.03738,0.03703,0.00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavia_aperea,0.70484,0.69203,0.72703,0.74771,0.74851,0.71842,0.75804,0.75723,0.70842,0.74663,0.74592,0.69598,0.69695,0.71131,0.70132,0.71540,0.70549,0.71557,0.71551,0.70757,0.70458,0.67441,0.67471,0.67539,0.68393,0.68324,0.67195,0.67562,0.67580,0.67721,0.68806,0.68829,0.68836,0.67913,0.67836,0.67937,0.67838,0.66447,0.66632,0.66372,0.66369,0.66329,0.66994,0.64510,0.59752,0.64189,0.63079,0.61047,0.62482,0.65020,0.46589,0.42796,0.42600,0.40193,0.42386,0.04412,0.04377,0.01020,0.00988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
